,headline,sentiment,label
7725,এই ৩ টি লক্ষণ থাকলে বুঝতে হবে মেয়েটি কিছু চায়! -,0,0
7726,আন্তর্জাতিক আইনে সর্বোচ্চ অপরাধ সংঘটিত হয়েছে রাখাইনে',0,0
7727,রাজশাহীতে ‘গুলি বিনিময়ে’ মাদকবিক্রেতা নিহত,0,1
7728,সলিটারি রিপার’কে গান হিসেবে ছবিতে ব্যবহার করেছেন পরিচালক তথাগত,0,1
7729,ইতিহাসের দায় মোচনের রায়,0,1
7730,মুখ ধোওয়ার সময় যে ভুলগুলো এড়িয়ে চলবেন,1,0
7731,মালয়েশিয়ায় ৫৫ অবৈধ বাংলাদেশি আটক,0,1
7732,মর্যাদার ‘খেলরত্ন’ পুরস্কারে ভূষিত কোহলি,0,1
7733,দিনাজপুরে জামায়াতের নেতাকর্মীসহ ২৫ আটক,0,0
7734,গ্রেনেড হামলার রায় নিয়ে কঠোর অবস্থানে পুলিশ,0,0
7735,প্রাথমিক শিক্ষকদের অনুপস্থিতিতে উদ্বিগ্ন অভিভাবকরা,1,0
7736,বিশ্ববিদ্যালয়ের শেষ স্মৃতি ধরে রাখতে ব্যস্ত ঢাবির গ্র্যাজুয়েটরা,0,1
7737,বাবু সোনা হত্যা মামলার পরবর্তী শুনানি ২৬ সেপ্টেম্বর,1,0
7738,১২৪ দেশের যৌথ গানে বাংলাদেশের বন্যা,1,1
7739,এবি ব্যাংকের ছয় পরিচালককে দুদকের জিজ্ঞাসাবাদ,0,1
7740,সুখী বাংলাদেশ গড়তে শেখ হাসিনাকে প্রয়োজন: দোলন,0,1
7741,ভারতকে বাংলাদেশের টার্গেট ১৭৪,0,0
7742,মেডিয়েশনই মামলাজট নিরসনের পথ : বিচারপতি আহমেদ সোহেল,0,0
7743,দক্ষিণ আফ্রিকায় স্থানীয়দের হাতে বাংলাদেশি পরিবার খুন,0,1
7744,অ্যাসাঞ্জকে কূটনীতিক হিসেবে রাশিয়া পাঠাতে চেয়েছিল ইকুয়েডর,0,0
7745,কালাইয়ে বেড়েছে কিডনি বিক্রি,0,1
7746,না’গঞ্জে চাকরি সরকারিকরণের দাবি কলেজ কর্মচারীদের,0,0
7747,"তিতলি পরিণত প্রবল ঘূর্ণিঝড়ে, ৪ নম্বর সংকেত",1,1
7748,অস্ট্রেলিয়ায় এক মাসে তিন বার হাঙ্গরের আক্রমণ,0,1
7749,ইমরান খান আসলে ‘তালিবান’ খান,0,0
7750,ইভিএম কিনতে ৪ হাজার কোটি টাকার প্রকল্প একনেকে অনুমোদন,1,1
7751,সুজানগরে ধ্বংসের পথে আজিম চৌধুরীর জমিদার বাড়ি,0,0
7752,সাবেক তিন খেলোয়াড়কে প্রধানমন্ত্রীর ফ্ল্যাট বরাদ্দ,0,1
7753,সানি লিওনেকে ভাড়া দেওয়ার জন্য মুম্বাই শহরে বাড়ি কিনবেন মতিচুর | দৈনিক মতিকণ্ঠ,0,0
7754,যুক্তরাষ্ট্রের কথা শুনছে না মিয়ানমার,0,0
7755,"গলাকাটা এক বন্ধু পড়েছিল মেঝেতে, রশিতে ঝুলছিল আরেকজন! ২৭ সেপ্টেম্বর, ২০১৮ ১৫:০৮",0,1
7756,অর্থপাচারের অভিযোগ গঠন হয়েছে নাজিব রাজাকের বিরুদ্ধে,1,1
7757,কোহলির ওয়েবসাইট হ্যাক!,1,1
7758,আদিবাসী কোটা পুনর্বহালের দাবিতে জাককানইবিতে প্রতিবাদ সমাবেশ,0,1
7759,একাধিক বিয়ে না করলে বান্দা গুনাহগার হবে: সৌদি মুফতী,0,0
7760,বিদেশি বাজারে দেশি সফটওয়্যার বিক্রি করবে অ্যাকসেলারেন্স,1,1
7761,জিম্বাবুয়ে টেস্ট সিরিজে অধিনায়ক হতে পারেন মাহমুদউল্লাহ,0,1
7762,ঈদ অনুষ্ঠানে বেশি বিজ্ঞাপন না দেওয়ায় টিভি ভাঙলেন মিরপুরের এক বাসিন্দা - Bengal Beats,1,0
7763,রাজধানীতে গ্যাস সিলিন্ডার বিস্ফোরণে ৪ জন দগ্ধ,1,1
7764,"‘সিনহার নয়, সরকারের অন্তর্জালা শুরু হয়েছে’",0,0
7765,ইরাকের নতুন প্রেসিডেন্ট বাহরাম সালিহ,1,1
7766,স্ত্রীর মামলায় জাতিসংঘ কর্মকর্তা কারাগারে,0,1
7767,বিশ্ববিদ্যালয়গুলোকে বিশ্বমানের পাঠ্যসূচি প্রণয়নের আহ্বান রাষ্ট্রপতির,1,1
7768,"বন্ধুর ছুরিকাঘাতে বন্ধু আহত, গ্রেপ্তার ৩",0,1
7769,সাহিত্য সংবাদ,1,1
7770,দাপুটে জয় নিয়ে ফাইনালে বাংলাদেশ,0,1
7771,বরিশাল জেলা মহাফেজখানা 'তথ্য ও সেবা কেন্দ্র' উদ্বোধন,1,1
7772,৩০ সেপ্টেম্বরের মধ্যে সংসদ ভেঙে নির্বাচনকালীন নিরপেক্ষ সরকার গঠনের দাবি,1,1
7773,"হঠাৎ করেই মিরপুরে তুষারপাত, মিরপুর অভিমুখে হাজারো মানুষের ঢল - Bengal Beats",0,0
7774,‘নৈতিকতা বজায় রেখে সাংবাদিকতা করলে ডিজিটাল নিরাপত্তা আইন নিয়ে ভয়ের কিছু নেই’,0,0
7775,হোটেলে অনৈতিক কাজ করতে গিয়ে আটক ৩৩,0,1
7776,আমাদের সামনে চ্যাম্পিয়ন হওয়ার দারুণ সুযোগ : মাশরাফি,1,1
7777,বাসে হস্তমৈথুন করায় আর্জেন্টিনা সমর্থক গ্রেপ্তার,0,0
7778,জামিন পেলেন সেই গুরমিত রাম রহিম,0,1
7779,ঘন্টায় ১৫ ডলার পাবেন অ্যামাজনের কর্মীরা,1,1
7780,"হাওরে যাচ্ছেন রাষ্ট্রপতি ২৪ সেপ্টেম্বর, ২০১৮ ১২:৫০",1,1
7781,ডিভোর্স বাড়ছে বরিশালে ! অসুখে আক্রান্ত পুরুষরা,1,0
7782,মূলহোতা তারেকের মৃত্যুদণ্ড হওয়া উচিত ছিল: আইনমন্ত্রী,1,1
